User ID,Timestamp,Device Type,Session Duration,Page Name,Actions Taken,Betting History,Amount Spent,Active Time,Geolocation,Device Language,Referral Source,User Type,Push Notifications,Win/Loss Status,Bet Type,Sport Type,Bet Amount,Odds,Login Frequency,Session Frequency,Page Navigation,User Engagement,Coupon Usage,Error Logs,Help Interaction,Conversion Rate
6669,2025-01-03 19:27:39.005385,Android,51.44,Bet History,View Odds,No Bets,355.66,12.85,"Berlin, Germany",Portuguese,Ad,Returning,False,Win,Parlay,Tennis,888.98,4.37,Weekly,5,Home > Odds,True,True,True,False,True
3622,2025-01-18 19:27:39.005402,Android,105.08,Live Bets,Scroll,Recent Loss,370.29,4.68,"Toronto, Canada",Spanish,Search Engine,New,True,Win,Moneyline,Soccer,639.39,2.91,Weekly,2,Sports > Bet History,False,True,False,True,False
8793,2025-01-08 19:27:39.005422,Android,77.88,Live Bets,Click,Recent Win,336.24,3.57,"New York, USA",Portuguese,Social Media,New,False,No Bet,Moneyline,Basketball,561.25,4.81,Monthly,4,Sports > Bet History,True,False,False,False,False
4474,2025-01-09 19:27:39.005439,Android,157.91,Sports,Place Bet,Recent Loss,461.13,10.19,"Sydney, Australia",Portuguese,Search Engine,New,False,No Bet,Spread,Baseball,513.8,3.85,Weekly,2,Sports > Bet History,False,True,False,False,False
1490,2024-12-24 19:27:39.005458,iOS,118.44,Sports,View Odds,Multiple Losses,492.95,7.57,"Berlin, Germany",Portuguese,Direct,Returning,False,Win,Over/Under,Basketball,447.97,4.05,Rarely,4,Home > Sports,True,True,False,True,False
4706,2024-12-31 19:27:39.005476,iOS,22.14,Odds,View Odds,No Bets,204.88,14.51,"Toronto, Canada",French,Referral Link,New,False,Loss,Spread,Tennis,729.8,2.07,Monthly,1,Home > Odds,False,True,True,False,False
7439,2025-01-04 19:27:39.005493,iOS,48.31,Bet History,Place Bet,Multiple Losses,433.94,17.58,"Berlin, Germany",German,Social Media,Returning,False,Win,Spread,Soccer,864.35,4.48,Monthly,1,Home > Sports,True,True,False,True,True
2859,2025-01-05 19:27:39.005515,Android,100.12,Live Bets,Scroll,Recent Loss,347.75,20.03,"London, UK",German,Direct,New,False,Win,Spread,Basketball,882.01,1.56,Weekly,5,Home > Odds,False,False,True,True,False
9610,2025-01-14 19:27:39.005545,iOS,84.1,Results,Login,No Bets,337.67,5.12,"Berlin, Germany",English,Referral Link,Returning,True,Win,Moneyline,Basketball,790.68,3.95,Rarely,1,Live Bets > Results,False,False,False,False,False
8598,2025-01-19 19:27:39.005564,Android,73.26,Live Bets,Place Bet,No Bets,408.99,19.47,"Toronto, Canada",Portuguese,Direct,New,False,Loss,Over/Under,Tennis,854.17,2.27,Monthly,5,Home > Odds,False,True,True,True,False
7151,2025-01-04 19:27:39.005582,iOS,18.39,Home,Login,Recent Loss,140.04,21.56,"London, UK",English,Referral Link,Returning,True,Win,Spread,Tennis,817.82,3.53,Daily,2,Home > Sports,True,False,False,True,True
8380,2025-01-03 19:27:39.005605,Android,120.55,Sports,Place Bet,Multiple Wins,365.95,29.17,"New York, USA",French,Search Engine,New,True,Win,Spread,Football,773.1,3.51,Weekly,4,Home > Odds,False,False,False,False,True
7937,2025-01-11 19:27:39.005746,iOS,150.72,Home,Place Bet,No Bets,492.3,25.68,"Toronto, Canada",English,Search Engine,New,False,Win,Spread,Soccer,940.13,4.79,Weekly,1,Sports > Bet History,True,True,True,False,False
6120,2024-12-25 19:27:39.005775,Android,17.47,Sports,View Odds,Multiple Wins,374.79,23.99,"Sydney, Australia",Portuguese,Search Engine,New,True,No Bet,Moneyline,Football,440.62,2.92,Monthly,5,Sports > Bet History,True,False,False,False,False
2938,2025-01-02 19:27:39.005794,iOS,84.42,Sports,Login,Multiple Losses,179.74,28.79,"London, UK",German,Social Media,New,False,Loss,Spread,Basketball,255.08,4.93,Daily,5,Home > Sports,True,True,True,False,True
2819,2025-01-18 19:27:39.005812,Android,69.73,Results,View Odds,Multiple Wins,2.18,10.78,"Sydney, Australia",Portuguese,Ad,Returning,False,Win,Parlay,Soccer,35.15,2.27,Monthly,2,Live Bets > Results,True,True,False,True,False
1223,2025-01-19 19:27:39.005829,Android,171.63,Odds,Scroll,Recent Loss,93.07,9.03,"Sydney, Australia",Spanish,Search Engine,Returning,False,No Bet,Moneyline,Soccer,156.06,2.65,Monthly,2,Sports > Bet History,False,True,False,False,False
9646,2024-12-24 19:27:39.005847,iOS,142.28,Results,Scroll,Multiple Wins,127.06,23.53,"Berlin, Germany",English,Social Media,New,False,No Bet,Over/Under,Basketball,187.18,3.7,Rarely,5,Home > Odds,False,True,True,True,True
6611,2025-01-07 19:27:39.005864,Android,14.5,Bet History,View Odds,No Bets,450.54,9.86,"London, UK",Portuguese,Referral Link,Returning,True,Loss,Moneyline,Tennis,167.12,4.3,Weekly,1,Home > Sports,True,False,False,False,False
2442,2025-01-03 19:27:39.005884,iOS,92.13,Bet History,Login,Recent Win,111.0,2.01,"New York, USA",Portuguese,Referral Link,New,True,No Bet,Over/Under,Baseball,232.22,4.36,Monthly,3,Home > Sports,False,False,False,False,False
3490,2025-01-12 19:27:39.005904,Android,95.95,Sports,Click,Recent Win,67.94,23.28,"London, UK",Spanish,Search Engine,Returning,False,No Bet,Parlay,Tennis,671.51,3.7,Weekly,4,Home > Odds,False,False,False,False,True
9733,2025-01-08 19:27:39.005922,iOS,116.46,Bet History,Login,No Bets,108.87,1.44,"London, UK",Spanish,Direct,Returning,False,Loss,Over/Under,Baseball,182.21,4.49,Monthly,3,Sports > Bet History,False,True,True,False,True
8586,2025-01-17 19:27:39.005938,iOS,54.83,Odds,Login,No Bets,154.83,19.66,"Berlin, Germany",German,Social Media,Returning,True,No Bet,Parlay,Basketball,590.74,4.54,Daily,3,Live Bets > Results,True,False,False,False,True
6993,2024-12-28 19:27:39.005955,iOS,137.12,Results,Scroll,Multiple Wins,184.65,26.93,"London, UK",Spanish,Direct,New,False,Win,Parlay,Baseball,106.15,2.39,Weekly,5,Home > Sports,True,False,False,True,True
4750,2025-01-13 19:27:39.005974,iOS,108.51,Bet History,Login,Multiple Wins,164.08,20.29,"New York, USA",Portuguese,Ad,New,True,Loss,Parlay,Football,375.64,2.62,Rarely,5,Home > Odds,False,True,False,False,True
9526,2025-01-20 19:27:39.005992,Android,82.77,Bet History,Login,Multiple Wins,493.07,13.73,"Sydney, Australia",English,Search Engine,Returning,False,No Bet,Parlay,Tennis,979.82,2.65,Daily,2,Home > Sports,False,True,False,False,False
1268,2025-01-21 19:27:39.006010,Android,27.12,Bet History,Click,Multiple Wins,95.44,15.34,"Berlin, Germany",German,Direct,Returning,True,No Bet,Spread,Tennis,450.81,3.57,Rarely,1,Live Bets > Results,True,False,True,True,False
6025,2025-01-20 19:27:39.006030,Android,46.08,Results,Logout,Recent Loss,491.59,17.14,"New York, USA",Portuguese,Search Engine,New,False,Loss,Over/Under,Baseball,839.55,2.65,Monthly,3,Home > Sports,False,False,False,True,True
4216,2025-01-19 19:27:39.006047,Android,76.51,Bet History,View Odds,Recent Win,180.53,3.56,"Berlin, Germany",Portuguese,Direct,New,True,Win,Over/Under,Baseball,128.51,1.58,Weekly,1,Sports > Bet History,False,False,False,True,False
1194,2025-01-09 19:27:39.006066,iOS,110.09,Odds,View Odds,Multiple Wins,294.8,5.22,"Toronto, Canada",Spanish,Referral Link,Returning,False,Win,Spread,Baseball,319.87,1.64,Weekly,1,Sports > Bet History,False,False,False,True,True
5542,2025-01-22 19:27:39.006095,Android,28.95,Sports,Logout,Recent Win,223.97,14.64,"London, UK",French,Social Media,Returning,False,Loss,Spread,Tennis,283.37,4.8,Monthly,3,Home > Sports,False,False,False,True,True
2861,2024-12-28 19:27:39.006127,Android,74.85,Live Bets,Click,Recent Win,31.55,27.29,"Toronto, Canada",Spanish,Social Media,New,True,Loss,Over/Under,Basketball,393.54,3.84,Daily,5,Home > Sports,True,True,False,False,True
1288,2025-01-15 19:27:39.006159,iOS,90.0,Odds,View Odds,Multiple Losses,315.87,16.29,"Toronto, Canada",Portuguese,Ad,Returning,False,Win,Spread,Basketball,803.26,4.58,Weekly,1,Home > Odds,True,False,False,False,True
6004,2025-01-14 19:27:39.006188,iOS,20.29,Sports,Place Bet,No Bets,78.06,29.48,"Toronto, Canada",German,Search Engine,New,True,Win,Moneyline,Soccer,712.58,4.33,Daily,5,Sports > Bet History,False,False,False,True,False
6652,2024-12-28 19:27:39.006217,Android,142.84,Live Bets,Logout,Recent Win,259.47,11.78,"Sydney, Australia",Spanish,Direct,New,True,No Bet,Over/Under,Basketball,591.58,4.23,Rarely,1,Live Bets > Results,False,True,True,True,True
3283,2025-01-20 19:27:39.006247,Android,41.41,Odds,Place Bet,Recent Loss,258.77,9.84,"Toronto, Canada",German,Search Engine,Returning,True,No Bet,Over/Under,Tennis,908.5,4.94,Daily,1,Home > Sports,False,True,True,True,True
8446,2025-01-22 19:27:39.006273,iOS,73.14,Odds,Place Bet,No Bets,201.3,7.65,"Berlin, Germany",Portuguese,Referral Link,Returning,False,No Bet,Moneyline,Baseball,265.47,1.79,Weekly,5,Sports > Bet History,False,True,False,True,False
8956,2025-01-09 19:27:39.006294,iOS,135.27,Home,View Odds,Multiple Wins,255.81,24.92,"Berlin, Germany",German,Search Engine,Returning,True,Win,Over/Under,Baseball,935.91,3.91,Weekly,4,Sports > Bet History,False,True,False,True,True
1483,2025-01-10 19:27:39.006313,iOS,24.39,Results,Logout,Multiple Wins,42.76,12.12,"Sydney, Australia",English,Referral Link,Returning,True,Win,Moneyline,Football,197.09,2.26,Weekly,3,Home > Sports,False,False,False,True,False
2000,2024-12-24 19:27:39.006332,Android,132.83,Live Bets,Login,Recent Win,425.34,22.36,"Berlin, Germany",English,Ad,Returning,False,Loss,Moneyline,Soccer,951.21,2.41,Daily,2,Live Bets > Results,False,False,False,True,True
5155,2024-12-27 19:27:39.006350,iOS,22.89,Results,Click,Multiple Losses,187.2,3.63,"Sydney, Australia",Spanish,Ad,Returning,True,No Bet,Parlay,Football,555.03,4.58,Daily,5,Live Bets > Results,True,False,False,False,True
9569,2025-01-10 19:27:39.006367,Android,121.47,Bet History,Login,Recent Win,59.37,28.7,"London, UK",German,Direct,Returning,True,Win,Moneyline,Basketball,884.57,4.52,Daily,5,Sports > Bet History,False,False,True,True,False
2367,2025-01-04 19:27:39.006384,iOS,32.69,Sports,Click,Recent Win,164.99,20.23,"Toronto, Canada",French,Ad,New,True,Win,Parlay,Basketball,392.34,4.83,Monthly,1,Home > Odds,True,True,False,False,True
4472,2024-12-26 19:27:39.006402,iOS,134.15,Sports,Scroll,Recent Win,47.9,20.52,"London, UK",English,Social Media,New,True,No Bet,Moneyline,Soccer,682.31,3.57,Daily,4,Sports > Bet History,True,True,True,False,True
2392,2024-12-30 19:27:39.006432,Android,174.04,Results,Logout,Multiple Wins,33.53,16.12,"Sydney, Australia",French,Referral Link,New,True,Loss,Over/Under,Tennis,838.3,2.14,Weekly,2,Home > Odds,True,False,True,False,False
8662,2025-01-13 19:27:39.006461,Android,176.88,Live Bets,Place Bet,Recent Loss,112.87,16.33,"London, UK",Spanish,Social Media,New,False,Win,Over/Under,Basketball,245.56,1.98,Weekly,2,Home > Sports,True,False,True,False,True
5277,2025-01-07 19:27:39.006479,Android,133.3,Home,Place Bet,Multiple Wins,486.4,17.59,"Toronto, Canada",Spanish,Ad,Returning,False,Loss,Over/Under,Tennis,665.96,4.98,Rarely,3,Live Bets > Results,False,False,True,True,False
3979,2025-01-23 19:27:39.006496,iOS,11.13,Home,View Odds,No Bets,37.75,12.91,"London, UK",English,Social Media,New,True,No Bet,Spread,Baseball,8.3,2.5,Daily,5,Sports > Bet History,False,False,False,True,True
9733,2025-01-21 19:27:39.006514,Android,71.64,Bet History,Click,Multiple Losses,259.75,13.25,"Sydney, Australia",English,Social Media,New,False,Win,Parlay,Basketball,769.35,3.57,Rarely,2,Live Bets > Results,True,True,True,True,True
6039,2025-01-05 19:27:39.006532,iOS,174.04,Odds,Click,Recent Loss,412.76,29.64,"New York, USA",Spanish,Ad,Returning,False,Win,Moneyline,Baseball,373.78,1.8,Daily,4,Sports > Bet History,True,True,False,True,True
4632,2024-12-24 19:27:39.006550,iOS,2.68,Sports,Scroll,Recent Win,419.46,6.3,"Berlin, Germany",Portuguese,Ad,Returning,True,Win,Spread,Basketball,454.12,2.24,Rarely,1,Home > Sports,False,True,True,False,False
7330,2024-12-25 19:27:39.006569,Android,121.91,Sports,Login,Recent Win,176.05,3.63,"Toronto, Canada",English,Social Media,Returning,False,No Bet,Parlay,Soccer,379.46,3.11,Monthly,5,Home > Odds,True,False,True,False,False
3947,2025-01-08 19:27:39.006590,iOS,76.68,Live Bets,Logout,No Bets,111.7,21.27,"London, UK",English,Search Engine,Returning,False,Loss,Over/Under,Football,750.18,2.55,Rarely,2,Home > Odds,True,False,False,False,False
3448,2025-01-18 19:27:39.006624,iOS,32.39,Sports,Logout,Multiple Wins,177.29,13.54,"New York, USA",German,Referral Link,Returning,True,No Bet,Spread,Baseball,706.14,1.64,Rarely,3,Live Bets > Results,True,False,True,False,True
9437,2025-01-14 19:27:39.006644,iOS,114.78,Bet History,Login,Multiple Wins,408.26,14.64,"Toronto, Canada",Spanish,Ad,New,False,Loss,Parlay,Soccer,363.43,3.01,Daily,3,Sports > Bet History,True,False,False,False,False
8654,2025-01-12 19:27:39.006662,iOS,26.95,Sports,Place Bet,No Bets,95.88,27.79,"London, UK",Portuguese,Referral Link,Returning,True,Loss,Moneyline,Basketball,684.07,1.69,Rarely,3,Home > Odds,False,False,True,False,True
4259,2024-12-24 19:27:39.006689,Android,137.15,Sports,View Odds,No Bets,8.88,4.14,"Sydney, Australia",French,Direct,New,True,Loss,Moneyline,Baseball,354.4,2.68,Rarely,4,Sports > Bet History,True,True,True,False,True
9917,2025-01-09 19:27:39.006715,Android,107.56,Home,View Odds,Multiple Losses,124.3,8.58,"Toronto, Canada",German,Referral Link,Returning,False,Loss,Moneyline,Football,21.28,3.66,Monthly,4,Live Bets > Results,True,False,True,False,False
1676,2025-01-11 19:27:39.006732,Android,124.71,Live Bets,Click,Recent Loss,144.44,5.74,"Toronto, Canada",Spanish,Social Media,New,True,Win,Moneyline,Football,942.97,4.23,Daily,3,Home > Sports,True,True,False,True,True
9560,2025-01-17 19:27:39.006750,Android,6.08,Bet History,Login,Multiple Losses,56.86,4.94,"Toronto, Canada",Portuguese,Ad,New,False,Loss,Moneyline,Soccer,73.04,1.63,Weekly,4,Live Bets > Results,False,False,False,False,True
4544,2025-01-19 19:27:39.006767,Android,38.15,Live Bets,View Odds,Multiple Losses,439.05,10.06,"London, UK",German,Social Media,Returning,False,No Bet,Moneyline,Football,899.86,4.79,Weekly,2,Live Bets > Results,False,True,True,True,True
6959,2025-01-09 19:27:39.006785,Android,29.27,Odds,Scroll,Recent Loss,285.64,2.32,"Berlin, Germany",French,Search Engine,New,False,Loss,Moneyline,Basketball,749.89,4.57,Monthly,2,Live Bets > Results,False,False,True,False,False
6794,2025-01-01 19:27:39.006802,iOS,151.8,Results,Logout,Recent Win,408.93,26.29,"Sydney, Australia",Portuguese,Referral Link,Returning,True,No Bet,Over/Under,Football,81.03,4.04,Weekly,2,Live Bets > Results,False,True,False,False,False
8961,2024-12-31 19:27:39.006820,iOS,34.65,Results,Place Bet,Multiple Losses,378.56,9.9,"Toronto, Canada",French,Referral Link,New,True,Win,Spread,Basketball,414.27,3.03,Daily,4,Home > Sports,True,False,False,False,False
7942,2025-01-14 19:27:39.006859,iOS,80.85,Home,View Odds,Multiple Wins,24.72,8.18,"New York, USA",English,Ad,New,True,Win,Moneyline,Basketball,804.44,1.69,Weekly,1,Home > Odds,False,False,False,False,False
1997,2024-12-26 19:27:39.006878,Android,8.98,Odds,View Odds,No Bets,326.34,21.45,"London, UK",French,Ad,New,False,No Bet,Parlay,Tennis,713.0,1.89,Rarely,2,Home > Sports,True,True,True,True,False
5382,2025-01-03 19:27:39.006897,Android,126.36,Home,Place Bet,Recent Loss,332.64,5.88,"Toronto, Canada",German,Ad,New,False,Loss,Moneyline,Soccer,450.31,2.6,Rarely,5,Home > Odds,True,True,True,True,False
4547,2025-01-17 19:27:39.006914,iOS,177.71,Home,Place Bet,Recent Win,392.46,3.28,"London, UK",Spanish,Search Engine,New,False,Win,Spread,Baseball,534.58,1.52,Weekly,2,Home > Odds,False,True,False,False,False
4342,2025-01-17 19:27:39.006932,iOS,19.44,Odds,Logout,Multiple Losses,19.09,3.47,"Toronto, Canada",English,Direct,Returning,True,Win,Parlay,Football,242.85,3.14,Daily,3,Home > Odds,True,True,True,False,False
5962,2024-12-28 19:27:39.006951,iOS,129.12,Results,Scroll,No Bets,421.54,17.6,"New York, USA",Spanish,Social Media,New,False,No Bet,Over/Under,Basketball,72.05,2.29,Monthly,2,Home > Odds,False,False,True,True,True
2108,2025-01-01 19:27:39.006969,iOS,8.23,Results,Place Bet,Recent Win,10.18,24.39,"Toronto, Canada",French,Referral Link,New,True,No Bet,Spread,Soccer,119.29,2.86,Weekly,5,Home > Sports,True,True,False,False,True
5227,2025-01-19 19:27:39.006988,iOS,138.83,Live Bets,Scroll,Multiple Losses,339.44,23.66,"New York, USA",Spanish,Ad,Returning,False,Win,Moneyline,Tennis,188.94,4.83,Daily,5,Sports > Bet History,True,False,False,True,True
1542,2025-01-16 19:27:39.007006,Android,43.08,Bet History,Scroll,Multiple Wins,140.82,20.3,"Berlin, Germany",Spanish,Direct,Returning,False,No Bet,Over/Under,Baseball,959.18,3.36,Rarely,3,Sports > Bet History,True,False,True,True,True
1771,2025-01-08 19:27:39.007023,Android,102.98,Odds,Place Bet,No Bets,165.07,8.62,"London, UK",Portuguese,Referral Link,Returning,False,Win,Parlay,Football,361.87,4.24,Weekly,2,Live Bets > Results,False,True,False,True,False
4382,2025-01-01 19:27:39.007041,iOS,53.32,Sports,Login,No Bets,217.32,18.45,"London, UK",English,Referral Link,Returning,True,Win,Moneyline,Basketball,551.17,1.6,Weekly,4,Live Bets > Results,False,False,True,True,False
7847,2025-01-09 19:27:39.007058,iOS,71.95,Live Bets,Scroll,Recent Win,269.55,6.17,"New York, USA",German,Referral Link,New,False,Loss,Over/Under,Tennis,423.29,3.98,Monthly,3,Home > Sports,False,False,True,True,False
6538,2024-12-28 19:27:39.007077,iOS,167.02,Sports,Click,Multiple Wins,157.6,17.38,"Berlin, Germany",Spanish,Direct,New,True,No Bet,Spread,Football,234.69,2.14,Rarely,4,Home > Odds,False,False,True,False,True
3033,2025-01-16 19:27:39.007095,Android,138.02,Odds,Login,No Bets,490.66,6.53,"Sydney, Australia",Portuguese,Direct,New,False,Loss,Over/Under,Tennis,677.54,2.53,Rarely,1,Home > Sports,True,True,False,False,True
1542,2024-12-31 19:27:39.007113,iOS,42.64,Live Bets,View Odds,Multiple Wins,430.89,17.28,"Berlin, Germany",French,Search Engine,New,True,Loss,Moneyline,Baseball,956.35,4.68,Daily,5,Sports > Bet History,False,True,True,True,True
3749,2025-01-10 19:27:39.007130,Android,100.6,Home,View Odds,Multiple Losses,67.49,16.48,"Berlin, Germany",German,Search Engine,New,True,No Bet,Over/Under,Basketball,360.9,3.47,Weekly,2,Home > Odds,False,False,True,False,True
2161,2025-01-22 19:27:39.007148,iOS,128.26,Sports,View Odds,Recent Loss,170.79,9.9,"Sydney, Australia",German,Search Engine,New,False,Win,Over/Under,Football,318.35,2.98,Rarely,5,Home > Odds,False,True,False,False,True
7257,2025-01-16 19:27:39.007165,Android,109.88,Odds,Logout,Recent Loss,1.16,10.6,"London, UK",French,Direct,Returning,False,Win,Parlay,Baseball,452.49,2.71,Daily,2,Sports > Bet History,False,True,True,False,True
4679,2025-01-17 19:27:39.007183,Android,61.21,Sports,Place Bet,Multiple Losses,262.37,9.75,"New York, USA",French,Referral Link,Returning,True,No Bet,Over/Under,Baseball,159.12,2.17,Rarely,1,Live Bets > Results,False,False,False,True,True
8952,2024-12-29 19:27:39.007202,iOS,20.61,Sports,Scroll,Recent Win,116.32,29.64,"Sydney, Australia",French,Ad,Returning,False,Win,Moneyline,Soccer,393.82,4.2,Daily,4,Sports > Bet History,True,False,True,False,False
7308,2025-01-22 19:27:39.007231,Android,144.77,Bet History,Click,Multiple Wins,104.77,16.69,"New York, USA",Spanish,Ad,Returning,False,Win,Moneyline,Basketball,476.07,4.39,Monthly,5,Home > Odds,True,False,False,True,True
3025,2025-01-12 19:27:39.007263,Android,10.29,Results,Click,Recent Loss,497.89,9.81,"Toronto, Canada",Spanish,Direct,New,False,No Bet,Moneyline,Football,13.06,2.77,Daily,5,Live Bets > Results,True,True,False,True,True
2165,2025-01-21 19:27:39.007287,Android,34.02,Sports,Login,Recent Loss,245.59,3.94,"Sydney, Australia",Spanish,Referral Link,Returning,False,Loss,Over/Under,Baseball,954.28,4.99,Rarely,1,Home > Sports,True,True,False,True,False
6843,2025-01-05 19:27:39.007304,Android,111.56,Results,View Odds,Multiple Losses,288.9,9.78,"Toronto, Canada",German,Direct,Returning,True,Loss,Parlay,Football,152.13,2.16,Daily,3,Home > Sports,False,False,True,False,False
2167,2025-01-12 19:27:39.007323,Android,44.7,Results,View Odds,Multiple Losses,358.74,23.98,"Toronto, Canada",English,Social Media,Returning,False,No Bet,Parlay,Football,251.82,2.97,Monthly,4,Sports > Bet History,True,False,False,True,True
6889,2025-01-16 19:27:39.007341,Android,51.72,Home,Place Bet,No Bets,441.58,9.19,"Berlin, Germany",Portuguese,Referral Link,Returning,True,Loss,Over/Under,Football,63.66,2.23,Rarely,4,Home > Sports,True,False,True,False,True
1023,2025-01-08 19:27:39.007375,Android,140.47,Results,Login,Recent Win,214.33,12.73,"Berlin, Germany",French,Referral Link,New,False,No Bet,Parlay,Tennis,969.97,2.77,Daily,3,Home > Odds,False,False,False,True,False
8254,2025-01-12 19:27:39.007392,Android,109.51,Home,Click,Recent Win,211.65,22.3,"London, UK",Spanish,Referral Link,New,True,Win,Over/Under,Basketball,733.7,2.92,Daily,2,Live Bets > Results,False,True,False,False,False
9958,2025-01-01 19:27:39.007410,Android,88.88,Live Bets,Login,Recent Loss,393.76,1.22,"London, UK",Spanish,Ad,Returning,False,No Bet,Moneyline,Tennis,229.94,3.44,Daily,1,Home > Sports,False,True,False,False,True
9055,2024-12-26 19:27:39.007428,iOS,75.46,Home,Place Bet,Multiple Wins,315.86,10.63,"Sydney, Australia",English,Search Engine,New,True,Loss,Parlay,Soccer,312.81,2.36,Monthly,1,Sports > Bet History,False,True,True,True,False
2979,2025-01-04 19:27:39.007446,iOS,172.41,Sports,Click,Recent Loss,43.18,23.65,"Berlin, Germany",French,Ad,New,False,Win,Over/Under,Tennis,991.17,2.29,Rarely,5,Sports > Bet History,True,False,False,True,True
1998,2025-01-17 19:27:39.007464,iOS,13.44,Odds,Place Bet,Multiple Losses,114.59,3.38,"Berlin, Germany",Spanish,Referral Link,Returning,False,Loss,Moneyline,Basketball,643.79,4.34,Daily,5,Sports > Bet History,False,True,True,False,False
9564,2024-12-29 19:27:39.007481,Android,97.4,Home,Click,Recent Win,97.7,19.42,"New York, USA",French,Direct,New,False,Win,Spread,Basketball,779.5,4.18,Rarely,3,Home > Odds,False,False,False,False,True
4002,2025-01-02 19:27:39.007510,Android,57.13,Bet History,Logout,No Bets,451.17,16.16,"London, UK",French,Ad,New,True,Win,Moneyline,Baseball,401.17,3.38,Daily,4,Home > Odds,False,False,True,True,False
5247,2024-12-28 19:27:39.007542,Android,131.28,Odds,View Odds,No Bets,261.65,23.76,"Toronto, Canada",German,Social Media,New,False,Loss,Over/Under,Tennis,355.44,3.18,Rarely,4,Live Bets > Results,True,True,False,False,True
8704,2025-01-06 19:27:39.007559,iOS,116.17,Results,Scroll,Multiple Losses,463.96,3.26,"London, UK",German,Social Media,New,False,Loss,Over/Under,Soccer,341.69,3.92,Monthly,1,Sports > Bet History,False,False,False,False,True
2295,2025-01-10 19:27:39.007578,iOS,149.88,Sports,Logout,Recent Loss,163.48,15.72,"London, UK",German,Direct,New,False,Win,Spread,Soccer,582.41,2.05,Rarely,5,Home > Sports,True,True,False,True,False
