location_id,longitude,latitude,geo_point,location_grid
51,-122.4069924985,37.7959404987,POINT(-122.4069924985 37.7959404987),-122.407_37.796
52,-122.4747324975,37.7321339984,POINT(-122.4747324975 37.7321339984),-122.475_37.732
53,-122.4183113902,37.7779861762,POINT(-122.4183113902 37.7779861762),-122.418_37.778
54,-122.3983501555,37.7763666668,POINT(-122.3983501555 37.7763666668),-122.398_37.776
55,-122.4093456005,37.784193999,POINT(-122.4093456005 37.784193999),-122.409_37.784
56,-122.3879218164,37.7653197898,POINT(-122.3879218164 37.7653197898),-122.388_37.765
57,-122.4140846193,37.7809379711,POINT(-122.4140846193 37.7809379711),-122.414_37.781
58,-122.409435509,37.7956349647,POINT(-122.409435509 37.7956349647),-122.409_37.796
59,-122.4751368014,37.7635748022,POINT(-122.4751368014 37.7635748022),-122.475_37.764
60,-122.4214832292,37.7949224377,POINT(-122.4214832292 37.7949224377),-122.421_37.795
61,-122.4399380998,37.7833923985,POINT(-122.4399380998 37.7833923985),-122.44_37.783
62,-122.4096727015,37.7776370988,POINT(-122.4096727015 37.7776370988),-122.41_37.778
63,-122.4389164017,37.7993673001,POINT(-122.4389164017 37.7993673001),-122.439_37.799
64,-122.4221812,37.7976014008,POINT(-122.4221812 37.7976014008),-122.422_37.798
65,-122.3952238985,37.7919728019,POINT(-122.3952238985 37.7919728019),-122.395_37.792
66,-122.4212476012,37.7571141989,POINT(-122.4212476012 37.7571141989),-122.421_37.757
67,-122.4092372001,37.7836538021,POINT(-122.4092372001 37.7836538021),-122.409_37.784
68,-122.4195174982,37.761771201,POINT(-122.4195174982 37.761771201),-122.42_37.762
69,-122.4225096979,37.7649486017,POINT(-122.4225096979 37.7649486017),-122.423_37.765
70,-122.4373231975,37.774164398100005,POINT(-122.4373231975 37.774164398100005),-122.437_37.774
71,-122.4068873852,37.7761099486,POINT(-122.4068873852 37.7761099486),-122.407_37.776
72,-122.4752524996,37.7803877992,POINT(-122.4752524996 37.7803877992),-122.475_37.78
73,-122.4128270016,37.7847041999,POINT(-122.4128270016 37.7847041999),-122.413_37.785
74,-122.4087297618,37.7739958202,POINT(-122.4087297618 37.7739958202),-122.409_37.774
75,-122.4188983996,37.7560706016,POINT(-122.4188983996 37.7560706016),-122.419_37.756
76,-122.3926936566,37.7910528429,POINT(-122.3926936566 37.7910528429),-122.393_37.791
77,-122.4163646006,37.8053509005,POINT(-122.4163646006 37.8053509005),-122.416_37.805
78,-122.415749598,37.7854994972,POINT(-122.415749598 37.7854994972),-122.416_37.785
79,-122.406286502,37.7974857976,POINT(-122.406286502 37.7974857976),-122.406_37.797
80,-122.4179066976,37.7704941024,POINT(-122.4179066976 37.7704941024),-122.418_37.77
81,-122.4184925422,37.7637201967,POINT(-122.4184925422 37.7637201967),-122.418_37.764
82,-122.3921338988,37.7816785005,POINT(-122.3921338988 37.7816785005),-122.392_37.782
83,-122.4042841281,37.777568036800005,POINT(-122.4042841281 37.777568036800005),-122.404_37.778
84,-122.4138111156,37.7808477019,POINT(-122.4138111156 37.7808477019),-122.414_37.781
85,-122.3967177995,37.7946712998,POINT(-122.3967177995 37.7946712998),-122.397_37.795
86,-122.400482699,37.7950302017,POINT(-122.400482699 37.7950302017),-122.4_37.795
87,-122.4524883011,37.7816731975,POINT(-122.4524883011 37.7816731975),-122.452_37.782
88,-122.4223299005,37.7732459986,POINT(-122.4223299005 37.7732459986),-122.422_37.773
89,-122.4037971997,37.7727053993,POINT(-122.4037971997 37.7727053993),-122.404_37.773
90,-122.4160629555,37.7714092538,POINT(-122.4160629555 37.7714092538),-122.416_37.771
91,-122.3979254977,37.7878476986,POINT(-122.3979254977 37.7878476986),-122.398_37.788
92,-122.4248499979,37.7857330003,POINT(-122.4248499979 37.7857330003),-122.425_37.786
93,-122.3932045975,37.7903584977,POINT(-122.3932045975 37.7903584977),-122.393_37.79
94,-122.3966101983,37.7836383012,POINT(-122.3966101983 37.7836383012),-122.397_37.784
95,-122.4056657517,37.782493113600005,POINT(-122.4056657517 37.782493113600005),-122.406_37.782
96,-122.3958393149,37.776558805,POINT(-122.3958393149 37.776558805),-122.396_37.777
97,-122.4088098013,37.7948099979,POINT(-122.4088098013 37.7948099979),-122.409_37.795
98,-122.4122853016,37.7869060979,POINT(-122.4122853016 37.7869060979),-122.412_37.787
99,-122.4187092983,37.7887859018,POINT(-122.4187092983 37.7887859018),-122.419_37.789
100,-122.4817905014,37.7803642013,POINT(-122.4817905014 37.7803642013),-122.482_37.78
101,-122.4084316157,37.7989767024,POINT(-122.4084316157 37.7989767024),-122.408_37.799
102,-122.4197127015,37.7820173026,POINT(-122.4197127015 37.7820173026),-122.42_37.782
103,-122.4372242094,37.7845637077,POINT(-122.4372242094 37.7845637077),-122.437_37.785
104,-122.3930898995,37.7877103974,POINT(-122.3930898995 37.7877103974),-122.393_37.788
105,-122.4226184,37.7967592989,POINT(-122.4226184 37.7967592989),-122.423_37.797
106,-122.4018621982,37.7962589999,POINT(-122.4018621982 37.7962589999),-122.402_37.796
107,-122.3876954016,37.7859947001,POINT(-122.3876954016 37.7859947001),-122.388_37.786
108,-122.3962495196,37.7759248034,POINT(-122.3962495196 37.7759248034),-122.396_37.776
109,-122.4153391977,37.80623269910001,POINT(-122.4153391977 37.80623269910001),-122.415_37.806
110,-122.4155254995,37.80716480030001,POINT(-122.4155254995 37.80716480030001),-122.416_37.807
111,-122.4206863782,37.7643476449,POINT(-122.4206863782 37.7643476449),-122.421_37.764
112,-122.412702595,37.7703721247,POINT(-122.412702595 37.7703721247),-122.413_37.77
113,-122.4178623014,37.8079009996,POINT(-122.4178623014 37.8079009996),-122.418_37.808
114,-122.3878413883,37.7669217456,POINT(-122.3878413883 37.7669217456),-122.388_37.767
115,-122.4309303981,37.771982901600005,POINT(-122.4309303981 37.771982901600005),-122.431_37.772
116,-122.4229440984,37.7926046018,POINT(-122.4229440984 37.7926046018),-122.423_37.793
117,-122.4240317979,37.7752191208,POINT(-122.4240317979 37.7752191208),-122.424_37.775
118,-122.407947885,37.7946410038,POINT(-122.407947885 37.7946410038),-122.408_37.795
119,-122.4232961998,37.782525402400005,POINT(-122.4232961998 37.782525402400005),-122.423_37.783
120,-122.4203050003,37.7650818013,POINT(-122.4203050003 37.7650818013),-122.42_37.765
121,-122.4072585869,37.77468061610001,POINT(-122.4072585869 37.77468061610001),-122.407_37.775
122,-122.4632733015,37.7255629998,POINT(-122.4632733015 37.7255629998),-122.463_37.726
123,-122.4165394974,37.7780340993,POINT(-122.4165394974 37.7780340993),-122.417_37.778
124,-122.3907597975,37.7809138027,POINT(-122.3907597975 37.7809138027),-122.391_37.781
125,-122.4246380978,37.7984068011,POINT(-122.4246380978 37.7984068011),-122.425_37.798
126,-122.453414602,37.7873140004,POINT(-122.453414602 37.7873140004),-122.453_37.787
127,-122.3972296991,37.7874650982,POINT(-122.3972296991 37.7874650982),-122.397_37.787
128,-122.4180065987,37.7842713025,POINT(-122.4180065987 37.7842713025),-122.418_37.784
129,-122.4791979005,37.742978298,POINT(-122.4791979005 37.742978298),-122.479_37.743
130,-122.4206442998,37.7617031009,POINT(-122.4206442998 37.7617031009),-122.421_37.762
131,-122.4200524983,37.7867303015,POINT(-122.4200524983 37.7867303015),-122.42_37.787
132,-122.4571883974,37.7812041015,POINT(-122.4571883974 37.7812041015),-122.457_37.781
133,-122.4699435977,37.73707960070001,POINT(-122.4699435977 37.73707960070001),-122.47_37.737
134,-122.4729042447,37.7804219511,POINT(-122.4729042447 37.7804219511),-122.473_37.78
135,-122.421378398,37.7848593992,POINT(-122.421378398 37.7848593992),-122.421_37.785
136,-122.4003763997,37.800531898500005,POINT(-122.4003763997 37.800531898500005),-122.4_37.801
137,-122.4063923989,37.7942113009,POINT(-122.4063923989 37.7942113009),-122.406_37.794
138,-122.4178772994,37.8057365016,POINT(-122.4178772994 37.8057365016),-122.418_37.806
139,-122.4201276002,37.7520712995,POINT(-122.4201276002 37.7520712995),-122.42_37.752
140,-122.4187912007,37.8066126005,POINT(-122.4187912007 37.8066126005),-122.419_37.807
141,-122.4036740025,37.7975668003,POINT(-122.4036740025 37.7975668003),-122.404_37.798
142,-122.4833306984,37.7632197001,POINT(-122.4833306984 37.7632197001),-122.483_37.763
143,-122.4148974993,37.7827533008,POINT(-122.4148974993 37.7827533008),-122.415_37.783
144,-122.4028801021,37.7917974022,POINT(-122.4028801021 37.7917974022),-122.403_37.792
145,-122.4042121989,37.7293311012,POINT(-122.4042121989 37.7293311012),-122.404_37.729
146,-122.4913279002,37.7533224997,POINT(-122.4913279002 37.7533224997),-122.491_37.753
147,-122.4673365017,37.7820508973,POINT(-122.4673365017 37.7820508973),-122.467_37.782
148,-122.4188637992,37.8077722983,POINT(-122.4188637992 37.8077722983),-122.419_37.808
149,-122.4321696011,37.7976711997,POINT(-122.4321696011 37.7976711997),-122.432_37.798
150,-122.4207595007,37.7915642009,POINT(-122.4207595007 37.7915642009),-122.421_37.792
151,-122.4655653999,37.740702700700005,POINT(-122.4655653999 37.740702700700005),-122.466_37.741
152,-122.3900051021,37.7808995982,POINT(-122.3900051021 37.7808995982),-122.39_37.781
153,-122.4214961973,37.774254699100005,POINT(-122.4214961973 37.774254699100005),-122.421_37.774
154,-122.4076931977,37.7933879019,POINT(-122.4076931977 37.7933879019),-122.408_37.793
155,-122.4051902999,37.7765181986,POINT(-122.4051902999 37.7765181986),-122.405_37.777
156,-122.3968130012,37.7769687985,POINT(-122.3968130012 37.7769687985),-122.397_37.777
157,-122.4191565008,37.7587662999,POINT(-122.4191565008 37.7587662999),-122.419_37.759
158,-122.4192201027,37.7816933979,POINT(-122.4192201027 37.7816933979),-122.419_37.782
159,-122.4231261981,37.7771852975,POINT(-122.4231261981 37.7771852975),-122.423_37.777
160,-122.4171672014,37.7523625985,POINT(-122.4171672014 37.7523625985),-122.417_37.752
161,-122.4009002016,37.80046550270001,POINT(-122.4009002016 37.80046550270001),-122.401_37.8
162,-122.4203292017,37.7634407979,POINT(-122.4203292017 37.7634407979),-122.42_37.763
163,-122.420358479,37.779695507700005,POINT(-122.420358479 37.779695507700005),-122.42_37.78
164,-122.4694251993,37.782792299,POINT(-122.4694251993 37.782792299),-122.469_37.783
165,-122.4654064008,37.7806865972,POINT(-122.4654064008 37.7806865972),-122.465_37.781
166,-122.4169272166,37.7785558046,POINT(-122.4169272166 37.7785558046),-122.417_37.779
167,-122.3990371001,37.7989182984,POINT(-122.3990371001 37.7989182984),-122.399_37.799
168,-122.4222854988,37.7439118017,POINT(-122.4222854988 37.7439118017),-122.422_37.744
169,-122.412038801,37.801473599800005,POINT(-122.412038801 37.801473599800005),-122.412_37.801
170,-122.3954834023,37.7912985002,POINT(-122.3954834023 37.7912985002),-122.395_37.791
171,-122.3923903012,37.7822198988,POINT(-122.3923903012 37.7822198988),-122.392_37.782
172,-122.417016115,37.7506695033,POINT(-122.417016115 37.7506695033),-122.417_37.751
173,-122.3964819998,37.7882802998,POINT(-122.3964819998 37.7882802998),-122.396_37.788
174,-122.4399550983,37.7157860015,POINT(-122.4399550983 37.7157860015),-122.44_37.716
175,-122.4872025007,37.780112001,POINT(-122.4872025007 37.780112001),-122.487_37.78
176,-122.4687826985,37.7828779005,POINT(-122.4687826985 37.7828779005),-122.469_37.783
177,-122.4379517005,37.775204402300005,POINT(-122.4379517005 37.775204402300005),-122.438_37.775
178,-122.4239486975,37.7812659991,POINT(-122.4239486975 37.7812659991),-122.424_37.781
179,-122.4490163994,37.7878742021,POINT(-122.4490163994 37.7878742021),-122.449_37.788
180,-122.3938226008,37.7805826002,POINT(-122.3938226008 37.7805826002),-122.394_37.781
181,-122.4219040998,37.7979096984,POINT(-122.4219040998 37.7979096984),-122.422_37.798
182,-122.4158475332,37.7837500603,POINT(-122.4158475332 37.7837500603),-122.416_37.784
183,-122.4070704353,37.7750337386,POINT(-122.4070704353 37.7750337386),-122.407_37.775
184,-122.3960029014,37.7927985982,POINT(-122.3960029014 37.7927985982),-122.396_37.793
185,-122.4057086983,37.7911300016,POINT(-122.4057086983 37.7911300016),-122.406_37.791
186,-122.4230464024,37.7860143975,POINT(-122.4230464024 37.7860143975),-122.423_37.786
187,-122.4186272004,37.7723965988,POINT(-122.4186272004 37.7723965988),-122.419_37.772
188,-122.4041125995,37.7963802022,POINT(-122.4041125995 37.7963802022),-122.404_37.796
189,-122.4325553027,37.7828822982,POINT(-122.4325553027 37.7828822982),-122.433_37.783
190,-122.4258509214,37.7765791834,POINT(-122.4258509214 37.7765791834),-122.426_37.777
191,-122.4021007975,37.7892730021,POINT(-122.4021007975 37.7892730021),-122.402_37.789
192,-122.4064185002,37.7804355984,POINT(-122.4064185002 37.7804355984),-122.406_37.78
193,-122.4103335028,37.775318999700005,POINT(-122.4103335028 37.775318999700005),-122.41_37.775
194,-122.4325230994,37.7820522998,POINT(-122.4325230994 37.7820522998),-122.433_37.782
195,-122.4312159975,37.7515219998,POINT(-122.4312159975 37.7515219998),-122.431_37.752
196,-122.4354802014,37.7979923998,POINT(-122.4354802014 37.7979923998),-122.435_37.798
197,-122.4832409003,37.7800232981,POINT(-122.4832409003 37.7800232981),-122.483_37.78
198,-122.4048341976,37.7870658011,POINT(-122.4048341976 37.7870658011),-122.405_37.787
199,-122.4803516627,37.7798826435,POINT(-122.4803516627 37.7798826435),-122.48_37.78
200,-122.3967554008,37.7814909023,POINT(-122.3967554008 37.7814909023),-122.397_37.781
201,-122.4186004006,37.7477519986,POINT(-122.4186004006 37.7477519986),-122.419_37.748
202,-122.4057152026,37.776105401,POINT(-122.4057152026 37.776105401),-122.406_37.776
203,-122.3950616975,37.7869589989,POINT(-122.3950616975 37.7869589989),-122.395_37.787
204,-122.4209132974,37.7558876973,POINT(-122.4209132974 37.7558876973),-122.421_37.756
205,-122.4227197987,37.7715026018,POINT(-122.4227197987 37.7715026018),-122.423_37.772
206,-122.4220253022,37.7652350002,POINT(-122.4220253022 37.7652350002),-122.422_37.765
207,-122.4114693009,37.7859378987,POINT(-122.4114693009 37.7859378987),-122.411_37.786
208,-122.4358894003,37.7612183028,POINT(-122.4358894003 37.7612183028),-122.436_37.761
209,-122.401338089,37.7956884102,POINT(-122.401338089 37.7956884102),-122.401_37.796
210,-122.4185643026,37.7644700006,POINT(-122.4185643026 37.7644700006),-122.419_37.764
211,-122.3972037991,37.7970466976,POINT(-122.3972037991 37.7970466976),-122.397_37.797
212,-122.4221895986,37.7984193013,POINT(-122.4221895986 37.7984193013),-122.422_37.798
213,-122.4122458232,37.774141311600005,POINT(-122.4122458232 37.774141311600005),-122.412_37.774
214,-122.4085195025,37.7940221996,POINT(-122.4085195025 37.7940221996),-122.409_37.794
215,-122.4025909032,37.7998439584,POINT(-122.4025909032 37.7998439584),-122.403_37.8
216,-122.3878138994,37.7887425003,POINT(-122.3878138994 37.7887425003),-122.388_37.789
217,-122.3971135986,37.7966027026,POINT(-122.3971135986 37.7966027026),-122.397_37.797
218,-122.4063715001,37.7943936017,POINT(-122.4063715001 37.7943936017),-122.406_37.794
219,-122.487405801,37.7801028983,POINT(-122.487405801 37.7801028983),-122.487_37.78
220,-122.4745386017,37.7428670981,POINT(-122.4745386017 37.7428670981),-122.475_37.743
221,-122.3886306991,37.7881009997,POINT(-122.3886306991 37.7881009997),-122.389_37.788
222,-122.3969264978,37.778133799200006,POINT(-122.3969264978 37.778133799200006),-122.397_37.778
223,-122.4123344977,37.7526580998,POINT(-122.4123344977 37.7526580998),-122.412_37.753
224,-122.4012748,37.7993121975,POINT(-122.4012748 37.7993121975),-122.401_37.799
225,-122.4093354975,37.7781305023,POINT(-122.4093354975 37.7781305023),-122.409_37.778
226,-122.4039255993,37.727606899,POINT(-122.4039255993 37.727606899),-122.404_37.728
227,-122.4349738003,37.7595307016,POINT(-122.4349738003 37.7595307016),-122.435_37.76
228,-122.4217621998,37.7969772005,POINT(-122.4217621998 37.7969772005),-122.422_37.797
229,-122.3988858012,37.7994357021,POINT(-122.3988858012 37.7994357021),-122.399_37.799
230,-122.4200875011,37.747261702,POINT(-122.4200875011 37.747261702),-122.42_37.747
231,-122.4338211992,37.7891520009,POINT(-122.4338211992 37.7891520009),-122.434_37.789
232,-122.4741348007,37.7432005972,POINT(-122.4741348007 37.7432005972),-122.474_37.743
233,-122.4292696023,37.772318602400006,POINT(-122.4292696023 37.772318602400006),-122.429_37.772
234,-122.4221906995,37.7826662016,POINT(-122.4221906995 37.7826662016),-122.422_37.783
235,-122.4068113991,37.7703247991,POINT(-122.4068113991 37.7703247991),-122.407_37.77
236,-122.405988598,37.7943433997,POINT(-122.405988598 37.7943433997),-122.406_37.794
237,-122.4202597995,37.7793265999,POINT(-122.4202597995 37.7793265999),-122.42_37.779
238,-122.4219322016,37.7755542015,POINT(-122.4219322016 37.7755542015),-122.422_37.776
239,-122.4241960977,37.776790398100005,POINT(-122.4241960977 37.776790398100005),-122.424_37.777
240,-122.473863702,37.7320605003,POINT(-122.473863702 37.7320605003),-122.474_37.732
241,-122.3922526983,37.7914038998,POINT(-122.3922526983 37.7914038998),-122.392_37.791
242,-122.414864402,37.7816681013,POINT(-122.414864402 37.7816681013),-122.415_37.782
243,-122.4733902977,37.7636516028,POINT(-122.4733902977 37.7636516028),-122.473_37.764
244,-122.4809999985,37.7633249991,POINT(-122.4809999985 37.7633249991),-122.481_37.763
245,-122.466965798,37.782757,POINT(-122.466965798 37.782757),-122.467_37.783
246,-122.4140293018,37.7768652988,POINT(-122.4140293018 37.7768652988),-122.414_37.777
247,-122.4780911987,37.7631965996,POINT(-122.4780911987 37.7631965996),-122.478_37.763
248,-122.4182539989,37.760246002,POINT(-122.4182539989 37.760246002),-122.418_37.76
249,-122.3938775972,37.7805391987,POINT(-122.3938775972 37.7805391987),-122.394_37.781
250,-122.4222197008,37.778003499700006,POINT(-122.4222197008 37.778003499700006),-122.422_37.778
251,-122.4208660011,37.7800825973,POINT(-122.4208660011 37.7800825973),-122.421_37.78
252,-122.4007124973,37.7973074977,POINT(-122.4007124973 37.7973074977),-122.401_37.797
253,-122.4061468986,37.7951450002,POINT(-122.4061468986 37.7951450002),-122.406_37.795
254,-122.4169862975,37.806023498,POINT(-122.4169862975 37.806023498),-122.417_37.806
255,-122.4645080005,37.7640418027,POINT(-122.4645080005 37.7640418027),-122.465_37.764
256,-122.4008374994,37.7971337018,POINT(-122.4008374994 37.7971337018),-122.401_37.797
257,-122.4127860979,37.7858766996,POINT(-122.4127860979 37.7858766996),-122.413_37.786
258,-122.4275250991,37.7678795018,POINT(-122.4275250991 37.7678795018),-122.428_37.768
259,-122.4112326016,37.7766302981,POINT(-122.4112326016 37.7766302981),-122.411_37.777
260,-122.3922451992,37.7889497009,POINT(-122.3922451992 37.7889497009),-122.392_37.789
261,-122.3991450696,37.7805363216,POINT(-122.3991450696 37.7805363216),-122.399_37.781
262,-122.4351132025,37.7610287991,POINT(-122.4351132025 37.7610287991),-122.435_37.761
263,-122.4017466814,37.7267055201,POINT(-122.4017466814 37.7267055201),-122.402_37.727
264,-122.4333253984,37.7866901019,POINT(-122.4333253984 37.7866901019),-122.433_37.787
265,-122.4783044008,37.7637166017,POINT(-122.4783044008 37.7637166017),-122.478_37.764
266,-122.3974319992,37.7875321981,POINT(-122.3974319992 37.7875321981),-122.397_37.788
267,-122.4109390003,37.7836493988,POINT(-122.4109390003 37.7836493988),-122.411_37.784
268,-122.4649938994,37.7828469993,POINT(-122.4649938994 37.7828469993),-122.465_37.783
269,-122.4268734176,37.7683653046,POINT(-122.4268734176 37.7683653046),-122.427_37.768
270,-122.4225703997,37.7856061988,POINT(-122.4225703997 37.7856061988),-122.423_37.786
271,-122.4351670982,37.788876499,POINT(-122.4351670982 37.788876499),-122.435_37.789
272,-122.4071973019,37.7981200003,POINT(-122.4071973019 37.7981200003),-122.407_37.798
273,-122.4018037987,37.7984028001,POINT(-122.4018037987 37.7984028001),-122.402_37.798
274,-122.4045283978,37.7300949999,POINT(-122.4045283978 37.7300949999),-122.405_37.73
275,-122.3914116177,37.7539117611,POINT(-122.3914116177 37.7539117611),-122.391_37.754
276,-122.4199481995,37.77939760020001,POINT(-122.4199481995 37.77939760020001),-122.42_37.779
277,-122.4207314995,37.7719539002,POINT(-122.4207314995 37.7719539002),-122.421_37.772
278,-122.3978220985,37.7827751999,POINT(-122.3978220985 37.7827751999),-122.398_37.783
279,-122.4235235003,37.7864313022,POINT(-122.4235235003 37.7864313022),-122.424_37.786
280,-122.4182645992,37.7513517019,POINT(-122.4182645992 37.7513517019),-122.418_37.751
281,-122.4397724007,37.7861485024,POINT(-122.4397724007 37.7861485024),-122.44_37.786
282,-122.4217681007,37.7832811986,POINT(-122.4217681007 37.7832811986),-122.422_37.783
283,-122.4196864295,37.776481738600005,POINT(-122.4196864295 37.776481738600005),-122.42_37.776
284,-122.4012028386,37.7957057216,POINT(-122.4012028386 37.7957057216),-122.401_37.796
285,-122.4385158026,37.7199256,POINT(-122.4385158026 37.7199256),-122.439_37.72
286,-122.4083996971,37.7961249006,POINT(-122.4083996971 37.7961249006),-122.408_37.796
287,-122.4188354013,37.7783127976,POINT(-122.4188354013 37.7783127976),-122.419_37.778
288,-122.4119930972,37.7889886991,POINT(-122.4119930972 37.7889886991),-122.412_37.789
289,-122.4203197897,37.7794378313,POINT(-122.4203197897 37.7794378313),-122.42_37.779
290,-122.4208208003,37.7908499007,POINT(-122.4208208003 37.7908499007),-122.421_37.791
291,-122.3924828988,37.7927891993,POINT(-122.3924828988 37.7927891993),-122.392_37.793
292,-122.4050806982,37.7934647025,POINT(-122.4050806982 37.7934647025),-122.405_37.793
293,-122.4292501004,37.772196601000005,POINT(-122.4292501004 37.772196601000005),-122.429_37.772
294,-122.4507210718,37.7692433716,POINT(-122.4507210718 37.7692433716),-122.451_37.769
295,-122.4211201013,37.7557829012,POINT(-122.4211201013 37.7557829012),-122.421_37.756
296,-122.4028995984,37.7955097024,POINT(-122.4028995984 37.7955097024),-122.403_37.796
297,-122.4181579982,37.7736054984,POINT(-122.4181579982 37.7736054984),-122.418_37.774
298,-122.3996700008,37.783078798,POINT(-122.3996700008 37.783078798),-122.4_37.783
299,-122.4242957027,37.7710007996,POINT(-122.4242957027 37.7710007996),-122.424_37.771
300,-122.4220087004,37.7650619027,POINT(-122.4220087004 37.7650619027),-122.422_37.765
301,-122.4052855016,37.7961526,POINT(-122.4052855016 37.7961526),-122.405_37.796
302,-122.4184811988,37.7517115985,POINT(-122.4184811988 37.7517115985),-122.418_37.752
303,-122.4289612991,37.7664856975,POINT(-122.4289612991 37.7664856975),-122.429_37.766
304,-122.4066802,37.7904884004,POINT(-122.4066802 37.7904884004),-122.407_37.79
305,-122.401244899,37.7869607982,POINT(-122.401244899 37.7869607982),-122.401_37.787
306,-122.4886928981,37.7538003017,POINT(-122.4886928981 37.7538003017),-122.489_37.754
307,-122.4833619678,37.7821583331,POINT(-122.4833619678 37.7821583331),-122.483_37.782
308,-122.3882852976,37.7888070018,POINT(-122.3882852976 37.7888070018),-122.388_37.789
309,-122.4013212022,37.7882042983,POINT(-122.4013212022 37.7882042983),-122.401_37.788
310,-122.4041205009,37.7962094014,POINT(-122.4041205009 37.7962094014),-122.404_37.796
311,-122.4595311002,37.7813701973,POINT(-122.4595311002 37.7813701973),-122.46_37.781
